id,pregunta,categoria,intencion,emocion_detectada,nivel_alerta,respuesta,recomendacion,pregunta_seguimiento,respuesta_final,tecnica_apoyo,contexto,requiere_derivacion,prioridad_atencion,accion_sistema
54,buenos dias antes de entrar a clases y necesito ayuda,saludo,iniciar_conversacion,NEUTRAL,BAJA,Hola. No tienes que explicar todo perfecto; dime con tus palabras qué está pasando.,Respira un momento y escribe lo primero que te viene a la mente.,"¿Esto tiene que ver con el colegio, la familia, amigos o algo personal?","Hola. No tienes que explicar todo perfecto; dime con tus palabras qué está pasando.

Recomendación: Respira un momento y escribe lo primero que te viene a la mente.

¿Esto tiene que ver con el colegio, la familia, amigos o algo personal?",apertura_emocional,inicio,NO,BAJA,Responder y continuar conversación
55,buenos dias antes de entrar a clases puedes ayudarme,saludo,iniciar_conversacion,NEUTRAL,BAJA,"Hola, me alegra que estés aquí. Este espacio es para escucharte con calma.","Intenta ubicar la emoción principal: tristeza, enojo, miedo, ansiedad o cansancio.",¿Cómo te sientes hoy?,"Hola, me alegra que estés aquí. Este espacio es para escucharte con calma.

Recomendación: Intenta ubicar la emoción principal: tristeza, enojo, miedo, ansiedad o cansancio.

¿Cómo te sientes hoy?",escucha_activa,general,NO,BAJA,Responder y continuar conversación
56,buenos dias sobre algo que me pasa,saludo,iniciar_conversacion,NEUTRAL,BAJA,"Hola. Gracias por escribirme; podemos conversar paso a paso, sin presión.","Si no sabes por dónde empezar, escribe: hoy me siento... porque...",¿Qué pasó antes de que decidieras escribirme?,"Hola. Gracias por escribirme; podemos conversar paso a paso, sin presión.

Recomendación: Si no sabes por dónde empezar, escribe: hoy me siento... porque...

¿Qué pasó antes de que decidieras escribirme?",apertura_emocional,inicio,NO,BAJA,Responder y continuar conversación
57,hoy buenos dias sobre algo que me pasa,saludo,iniciar_conversacion,NEUTRAL,BAJA,"Hola, aquí estoy para acompañarte. Puedes contarme lo que puedas decir en este momento.",Tómate tu tiempo; no necesitas responder rápido.,¿Quieres hablar o prefieres que primero te sugiera una forma de calmarte?,"Hola, aquí estoy para acompañarte. Puedes contarme lo que puedas decir en este momento.

Recomendación: Tómate tu tiempo; no necesitas responder rápido.

¿Quieres hablar o prefieres que primero te sugiera una forma de calmarte?",escucha_activa,general,NO,BAJA,Responder y continuar conversación
58,ultimamente buenos dias sobre algo que me pasa,saludo,iniciar_conversacion,NEUTRAL,BAJA,Hola. Me parece valioso que busques apoyo cuando algo te preocupa.,"Empieza diciendo cómo te sientes ahora mismo, aunque sea con una sola palabra.",¿Qué te gustaría contarme primero?,"Hola. Me parece valioso que busques apoyo cuando algo te preocupa.

Recomendación: Empieza diciendo cómo te sientes ahora mismo, aunque sea con una sola palabra.

¿Qué te gustaría contarme primero?",apertura_emocional,inicio,NO,BAJA,Responder y continuar conversación
59,buenos dias sobre algo que me pasa y necesito ayuda,saludo,iniciar_conversacion,NEUTRAL,BAJA,"Hola, estoy contigo. Empezar hablando ya puede ayudar a ordenar un poco lo que sientes.",Respira un momento y escribe lo primero que te viene a la mente.,"¿Esto tiene que ver con el colegio, la familia, amigos o algo personal?","Hola, estoy contigo. Empezar hablando ya puede ayudar a ordenar un poco lo que sientes.

Recomendación: Respira un momento y escribe lo primero que te viene a la mente.

¿Esto tiene que ver con el colegio, la familia, amigos o algo personal?",escucha_activa,general,NO,BAJA,Responder y continuar conversación
60,buenos dias sobre algo que me pasa puedes ayudarme,saludo,iniciar_conversacion,NEUTRAL,BAJA,Hola. No tienes que explicar todo perfecto; dime con tus palabras qué está pasando.,"Puedes contarme si lo que pasa es del colegio, de casa, de amigos o de cómo te sientes.",¿Qué emoción está más fuerte en este momento?,"Hola. No tienes que explicar todo perfecto; dime con tus palabras qué está pasando.

Recomendación: Puedes contarme si lo que pasa es del colegio, de casa, de amigos o de cómo te sientes.

¿Qué emoción está más fuerte en este momento?",apertura_emocional,inicio,NO,BAJA,Responder y continuar conversación
61,gracias,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Me alegra que te haya ayudado un poco. Lo que sientes importa.,Anota una idea útil de esta conversación para recordarla después.,¿Quieres que te sugiera una acción sencilla para hoy?,"Me alegra que te haya ayudado un poco. Lo que sientes importa.

Recomendación: Anota una idea útil de esta conversación para recordarla después.

¿Quieres que te sugiera una acción sencilla para hoy?",refuerzo_positivo,cierre,NO,BAJA,Responder y continuar conversación
62,hoy gracias,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,De nada. Gracias a ti por confiar y expresar lo que estás viviendo.,"Si vuelves a sentirte mal, intenta identificar qué lo activó y busca apoyo a tiempo.",¿Te sientes más tranquilo ahora?,"De nada. Gracias a ti por confiar y expresar lo que estás viviendo.

Recomendación: Si vuelves a sentirte mal, intenta identificar qué lo activó y busca apoyo a tiempo.

¿Te sientes más tranquilo ahora?",refuerzo_positivo,apoyo,NO,BAJA,Responder y continuar conversación
63,ultimamente gracias,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Me alegra acompañarte. Hablar de lo que pasa ya es un paso importante.,Continúa haciendo pequeñas acciones que te ayuden a sentir más calma.,¿Quieres cerrar con una meta pequeña para el día?,"Me alegra acompañarte. Hablar de lo que pasa ya es un paso importante.

Recomendación: Continúa haciendo pequeñas acciones que te ayuden a sentir más calma.

¿Quieres cerrar con una meta pequeña para el día?",refuerzo_positivo,cierre,NO,BAJA,Responder y continuar conversación
64,gracias y necesito ayuda,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Qué bueno que pudiste expresarlo. No tienes que resolver todo en un solo momento.,"Recuerda que pedir ayuda no es debilidad, es una forma de cuidarte.",¿Hay algo más que todavía te preocupe?,"Qué bueno que pudiste expresarlo. No tienes que resolver todo en un solo momento.

Recomendación: Recuerda que pedir ayuda no es debilidad, es una forma de cuidarte.

¿Hay algo más que todavía te preocupe?",refuerzo_positivo,apoyo,NO,BAJA,Responder y continuar conversación
65,gracias puedes ayudarme,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Gracias por permitirme acompañarte. Reconocer lo que sientes también es cuidarte.,"Guarda una acción concreta para hoy, aunque sea pequeña.",¿Te gustaría hablar de otro tema?,"Gracias por permitirme acompañarte. Reconocer lo que sientes también es cuidarte.

Recomendación: Guarda una acción concreta para hoy, aunque sea pequeña.

¿Te gustaría hablar de otro tema?",refuerzo_positivo,cierre,NO,BAJA,Responder y continuar conversación
66,gracias de verdad,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Me alegra que te sientas un poco más acompañado.,"Si el malestar vuelve con fuerza, habla con alguien de confianza.",¿Hay algo que quisieras recordar de esta conversación?,"Me alegra que te sientas un poco más acompañado.

Recomendación: Si el malestar vuelve con fuerza, habla con alguien de confianza.

¿Hay algo que quisieras recordar de esta conversación?",refuerzo_positivo,apoyo,NO,BAJA,Responder y continuar conversación
67,hoy gracias de verdad,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Me alegra que te haya ayudado un poco. Lo que sientes importa.,"Si vuelves a sentirte mal, intenta identificar qué lo activó y busca apoyo a tiempo.",¿Te sientes más tranquilo ahora?,"Me alegra que te haya ayudado un poco. Lo que sientes importa.

Recomendación: Si vuelves a sentirte mal, intenta identificar qué lo activó y busca apoyo a tiempo.

¿Te sientes más tranquilo ahora?",refuerzo_positivo,cierre,NO,BAJA,Responder y continuar conversación
68,ultimamente gracias de verdad,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,De nada. Gracias a ti por confiar y expresar lo que estás viviendo.,Continúa haciendo pequeñas acciones que te ayuden a sentir más calma.,¿Quieres cerrar con una meta pequeña para el día?,"De nada. Gracias a ti por confiar y expresar lo que estás viviendo.

Recomendación: Continúa haciendo pequeñas acciones que te ayuden a sentir más calma.

¿Quieres cerrar con una meta pequeña para el día?",refuerzo_positivo,apoyo,NO,BAJA,Responder y continuar conversación
69,gracias de verdad y necesito ayuda,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Me alegra acompañarte. Hablar de lo que pasa ya es un paso importante.,"Recuerda que pedir ayuda no es debilidad, es una forma de cuidarte.",¿Quieres que te sugiera una acción sencilla para hoy?,"Me alegra acompañarte. Hablar de lo que pasa ya es un paso importante.

Recomendación: Recuerda que pedir ayuda no es debilidad, es una forma de cuidarte.

¿Quieres que te sugiera una acción sencilla para hoy?",refuerzo_positivo,cierre,NO,BAJA,Responder y continuar conversación
70,gracias de verdad puedes ayudarme,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Qué bueno que pudiste expresarlo. No tienes que resolver todo en un solo momento.,"Guarda una acción concreta para hoy, aunque sea pequeña.",¿Te gustaría hablar de otro tema?,"Qué bueno que pudiste expresarlo. No tienes que resolver todo en un solo momento.

Recomendación: Guarda una acción concreta para hoy, aunque sea pequeña.

¿Te gustaría hablar de otro tema?",refuerzo_positivo,apoyo,NO,BAJA,Responder y continuar conversación
71,gracias me sirvio,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Gracias por permitirme acompañarte. Reconocer lo que sientes también es cuidarte.,"Si el malestar vuelve con fuerza, habla con alguien de confianza.",¿Hay algo que quisieras recordar de esta conversación?,"Gracias por permitirme acompañarte. Reconocer lo que sientes también es cuidarte.

Recomendación: Si el malestar vuelve con fuerza, habla con alguien de confianza.

¿Hay algo que quisieras recordar de esta conversación?",refuerzo_positivo,cierre,NO,BAJA,Responder y continuar conversación
72,hoy gracias me sirvio,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Me alegra que te sientas un poco más acompañado.,Anota una idea útil de esta conversación para recordarla después.,¿Hay algo más que todavía te preocupe?,"Me alegra que te sientas un poco más acompañado.

Recomendación: Anota una idea útil de esta conversación para recordarla después.

¿Hay algo más que todavía te preocupe?",refuerzo_positivo,apoyo,NO,BAJA,Responder y continuar conversación
73,ultimamente gracias me sirvio,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Me alegra que te haya ayudado un poco. Lo que sientes importa.,Continúa haciendo pequeñas acciones que te ayuden a sentir más calma.,¿Quieres cerrar con una meta pequeña para el día?,"Me alegra que te haya ayudado un poco. Lo que sientes importa.

Recomendación: Continúa haciendo pequeñas acciones que te ayuden a sentir más calma.

¿Quieres cerrar con una meta pequeña para el día?",refuerzo_positivo,cierre,NO,BAJA,Responder y continuar conversación
74,gracias me sirvio y necesito ayuda,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,De nada. Gracias a ti por confiar y expresar lo que estás viviendo.,"Recuerda que pedir ayuda no es debilidad, es una forma de cuidarte.",¿Quieres que te sugiera una acción sencilla para hoy?,"De nada. Gracias a ti por confiar y expresar lo que estás viviendo.

Recomendación: Recuerda que pedir ayuda no es debilidad, es una forma de cuidarte.

¿Quieres que te sugiera una acción sencilla para hoy?",refuerzo_positivo,apoyo,NO,BAJA,Responder y continuar conversación
75,gracias me sirvio puedes ayudarme,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Me alegra acompañarte. Hablar de lo que pasa ya es un paso importante.,"Guarda una acción concreta para hoy, aunque sea pequeña.",¿Te sientes más tranquilo ahora?,"Me alegra acompañarte. Hablar de lo que pasa ya es un paso importante.

Recomendación: Guarda una acción concreta para hoy, aunque sea pequeña.

¿Te sientes más tranquilo ahora?",refuerzo_positivo,cierre,NO,BAJA,Responder y continuar conversación
76,gracias ahora entiendo mejor,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Qué bueno que pudiste expresarlo. No tienes que resolver todo en un solo momento.,"Si el malestar vuelve con fuerza, habla con alguien de confianza.",¿Hay algo que quisieras recordar de esta conversación?,"Qué bueno que pudiste expresarlo. No tienes que resolver todo en un solo momento.

Recomendación: Si el malestar vuelve con fuerza, habla con alguien de confianza.

¿Hay algo que quisieras recordar de esta conversación?",refuerzo_positivo,apoyo,NO,BAJA,Responder y continuar conversación
77,hoy gracias ahora entiendo mejor,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Gracias por permitirme acompañarte. Reconocer lo que sientes también es cuidarte.,Anota una idea útil de esta conversación para recordarla después.,¿Hay algo más que todavía te preocupe?,"Gracias por permitirme acompañarte. Reconocer lo que sientes también es cuidarte.

Recomendación: Anota una idea útil de esta conversación para recordarla después.

¿Hay algo más que todavía te preocupe?",refuerzo_positivo,cierre,NO,BAJA,Responder y continuar conversación
78,ultimamente gracias ahora entiendo mejor,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Me alegra que te sientas un poco más acompañado.,"Si vuelves a sentirte mal, intenta identificar qué lo activó y busca apoyo a tiempo.",¿Te gustaría hablar de otro tema?,"Me alegra que te sientas un poco más acompañado.

Recomendación: Si vuelves a sentirte mal, intenta identificar qué lo activó y busca apoyo a tiempo.

¿Te gustaría hablar de otro tema?",refuerzo_positivo,apoyo,NO,BAJA,Responder y continuar conversación
79,gracias ahora entiendo mejor y necesito ayuda,agradecimiento,responder_agradecimiento,NEUTRAL,BAJA,Me alegra que te haya ayudado un poco. Lo que sientes importa.,"Recuerda que pedir ayuda no es debilidad, es una forma de cuidarte.",¿Quieres que te sugiera una acción sencilla para hoy?,"Me alegra que te haya ayudado un poco. Lo que sientes importa.

Recomendación: Recuerda que pedir ayuda no es debilidad, es una forma de cuidarte.

¿Quieres que te sugiera una acción sencilla para hoy?",refuerzo_positivo,cierre,NO,BAJA,Responder y continuar conversación
